movieId,title,storyline,trailerLink,source_trailer,genre,director,starring,releasedYear,runtime,IMDB avg rating,no of users (who rated),views,likes,comments,trailerPublishedAt
138,EKAI 100,"A guy lives in a car and roams around whenever he needs to. People tend to make fun of him but he doesn't care. Living completely bachelor, he falls in love with a girl who is dumb by birth.",g440ZunW-v4,CMV Music,Romantic Comedy,Mizanur Rahman Aryan,"Samir Ahmed, Shajid Ahmed, Ayrin Azad","3 August, 2020",37 minutes,7.1,19,291789,13288,377,"29July, 2020"
139,LOTA AUDIO,"Set in the early 90s, a music cassette shop owner Ashiq falls in love with a college girl named Lota. They both communicated through cassettes and expressed their feelings to each other.",hE8klyPWLWo,Motion Rock Entertainment,Romance,Kajal Arefin Ome,"Mehazabien Chowdhury, Rotna Khan, Azizur Rahman Azad","12 February, 2021",41 minutes,7.8,36,145594,8261,248,"9 February, 2021"
140,REHNUMA,"Recounting his memories with the titular character, Rehnuma, an atheist man takes a reflective journey through their shared moments in the movie.",1NEJLj232WQ,CMV Music,Romance,Vicky Zahed,"Mehazabien Chowdhury, Rotna Khan, Azizur Rahman Azad","15 February, 2020",42 minutes,9,21,58515,2004,65,"10 February, 2020"
141,JODI JANTE,A passionate poet's love for books and literature leads his life to isolation.,fIi2qoRn1D8,Filmatic,Drama,Lasker Niaz,"Yash Rohan, Shamsi Sayeka, Jannatul Sumaiya","16 December, 2019",40 minutes,8.8,20,676,17,1,"11 December, 2019"
142,MUKHERJEE DAR BOU,A story based on a modern dysfunctional family revolving around the complex and intricate yet caring relationship of a mother-in-law and daughter-in-law.,LaMNmIGIEKQ,WINDOWS,Family Drama,Pritha Chakraborty,"Aparajita Adhya, Koneenica Banerjee, Biswanath Basu","8 March, 2019",127 minutes,7.9,561,1276605,15794,349,20 February 2019
143,ROSOGOLLA,"Rosogolla is a story of innocent love, struggle and human aspiration to create something new.",39mCDwRs6v4,WINDOWS,Drama,Pavel,"Joy Badlani, Aparajita Adhya, Ujaan Ganguly","21 December, 2018",138 minutes,7.5,827,1394358,25478,887,"14 November, 2018"
144,GOTRO,"It is a story of faith, love, and belief, revolving around Mukti Debi, an educated woman who lives alone as her son is settled abroad with his family. Her home, Gobinda Dham, is her pride where she offers her daily prayers to her Radha Gobindo. While her own son stays afar, she finds happiness in taking care of Jhuma whom she treats like her own daughter. Suddenly one day a new guest, Tariq Ali arrives at her place. Does she like Tariq? Is she going to accept him as she did to others?? Let us find this out on this Janmashtami.",4EZlLbVK0Vs,WINDOWS,Drama,"Shiboprosad Mukherjee, Nandita Roy","Nigel Akkara, Biswanath Basu, Ambarish Bhattacharya","23 August, 2019",141 minutes,7.6,1383,2060370,14180,409,"26 July, 2019"
145,MANOJDER ADBHUT BARI,"Manoj, who lives among his weird joint family, sees his life take an interesting turn when his cow Hurricane runs away and at the same time a group of vicious bandits plans to rob the King.",yQiM49cHsQE,WINDOWS,Comedy Drama,Anindya Chatterjee,"Purab Shil Acharya, Aparajita Adhya, Rohit Banerjee","12 October, 2018",117 minutes,5.2,264,659398,11340,402,"30 August, 2018"
146,KONTTHO,It is a film which revolves around the life of a successful RJ Arjun Mallik whose life suddenly screeches a break when he gets diagnosed by Laryngeal Cancer. The whole world around him comes crashing down in front of him.,Lk15JhijtPg,WINDOWS,Drama,"Shiboprosad Mukherjee, Nandita Roy","Jaya Ahsan, Koneenica Banerjee, Paran Banerjee","10 May, 2019",144 minutes,7.6,770,2794714,26666,778,"14 April, 2019"
147,HASINA - A DAUGHTER’S TALE,The film covers the assassination of Hasina's father Sheikh Mujibur Rahman along with most of her family member in 1975.,zW5wEpRAuXA,Chorki,Documentary,Piplu Khan,"Sheikh Rehena, Sheikh Hasina","16 November, 2018",70 minutes,7,538,22687,589,86,"14 August, 2023"
148,SHAHENSHA,"In the same locality, two noble families reside. Between them unfolds a myriad of events.",HN-aFqbTV7E,Live Tech,Action Romantic Drama,Shamim Ahamed Roni,"Shakib Khan, Nusraat Faria Mazhar, Rodela Jannat","6 March, 2020",152 minutes,5.6,228,2619036,35777,2891,"1 April, 2019"
149,PORAMON 2,"In this story, Kafil Mia could not accept his daughters death, but he begins to search for hope and strength in the midst of this tragedy.",E2cKB8gUAwU,Jaaz Multimedia,Romantic Drama,Raihan Rafi,"Puja Cherry Roy, Siam Ahmed, Bapparaj","16 June, 2018",146 minutes,6.5,1651,4665595,28090,1430,"12 June, 2018"
150,BHAIJAAN ELO RE,"Separated at birth, after 28 years Bhai and Jaan grow up to be as different from each other as can be. While Bhai is outspoken and a little bit of a troublemaker a daring costume designer, Jaan is quite shy and timid. After years of being apart, fate brings the two brothers together, and things take an interesting turn from this point.",E9Xi6MM_pYY,Eskay Movies,Action Comedy,"Joydip Mukherjee, Jaaved Riyad","Donna Preston, Shakib Khan, Hiten Patel","15 June, 2018",160 minutes,7,1578,3111957,32175,4863,"19 May, 2018"
151,DEBI,A story following the life of Ranu and her paranormal powers. She goes to psychiatrist Misir Ali to find an answer to all her questions.,_v9eIPXXBig,Jaaz Multimedia,Mystery Horror Drama,Anam Biswas,"Chanchal Chowdhury, Joya Ahsan, Animesh Aich","19 October, 2018",107 minutes,7.8,5081,1220689,17962,1021,"11 October, 2018"
152,NOLOK,"In this film, constant fights and quarrels define the relationship between Shaon and Kajal. However, a family feud brings them closer, creating a shift in dynamics.",OLD9zqESSD0,Bobstar Films,Action Comedy Drama,Sakib Sonet,"Shakib Khan, Eamin Haque Bobby, Imam Hossain Saju","5 June, 2019",127 minutes,7.1,483,1229545,19019,1504,"2 June, 2019"
153,PASSWORD,"Revolves around an underworld don, who loses the USB password of his Swiss bank account.",v4X2HIaPYQU,SK Films,Crime Drama,Malek Afsari,"Shakib Khan, Akash, Jadu Azad","5 June, 2019",138 minutes,5.5,1295,3501181,55000,9837,"28 May, 2019"
154,KOMOLA ROCKET,"This is the story of a steamer, named in English, 'The Orange Ship'. The people from Khulna to the steamer's passengers, their story is in the orange rocket. But this is not only just individual stories of many people in steamers, but also it has become the story of recent Bangladesh. There are people of all upper-class and lower-class. They are unfamiliar, but there are mutual contributions. Aatik is the representative of the upper class, traveling in the first class cabin, or the name of a steamer, orange rocket. There are also some other interesting characters like Monsur (come from a lower class family), a rich family with their adventures sister, and Mofiz.",RlzVMOfM7H4,Channel i Tv,Drama,Noor Imran Mithu,"Tauquir Ahmed, Mosharraf Karim, Joyraaj","16 June, 2018",95 minutes,7.3,1162,331290,4770,244,"2 June, 2018"
155,NAQAAB,"After a accident, a man finds that he can communicate with the dead, and must decide whether to act on their advice.",SpWwk5KMB0M,SVF,Horror Comedy,"Rajiv Biswas, Jaaved Riyad","Shakib Khan, Nusrat Jahan, Sayantika Banerjee","21 September, 2018",160 minutes,6.3,944,5281703,40329,5812,"29 July, 2018"
156,CHALBAAZ,"Raja is a money minded youth who goes to the UK to earn big bucks. One fine day, he comes across Srijata who ditches her family for her long time boyfriend. As time passes by, Srijata gets cheated by her boyfriend big time and is left stranded in the states. Twist in the tale arises when Srijata requests Raja to come along with her to Kolkata and clear the chaos which was created by her elopement. What will Raja do now ? That forms the rest of the story.",TZpQN4vLe1A,Eskay Movies,Comedy Drama,Joydip Mukherjee,"Shakib Khan, Subhasree Ganguly, Ashish Vidyarthi","20 April, 2018",152 minutes,6.9,807,2966796,26570,4573,"4 March, 2018"
157,SUPER HERO,"Shami is one of the finest special agents of Bangladesh's special operations forces. He is sent to Australia for an international class in combat training; during his training period, the Bangladesh High Commission in Australia assigns him to the security team of a Bangladeshi professor. The professor is a missile expert and comes to Sydney with his paralyzed wife and a laptop full of classified missile technology.",X2rRl9Dj21w,Live Tech,Action Thriller,Ashiqur Rahman,"Shakib Khan, Shabnam Bubly, Tariq Anam Khan","6 June, 2018",146 minutes,7,837,1896760,16759,1406,"24 June, 2018"
158,MAYA - THE LOST MOTHER,The story explores the way life of a woman who survived the horror of sexual violence during the war of 1971 still haunts her and her family.,mIK_MHHjq8Q,G Series Bangla Movies,Drama,Masud Pathik,"Pran Roy, Mumtaz Sorcar, Jyotika Jyoti","27 December, 2019",123 minutes,7.4,5,110567,1111,79,"22 Decemebr, 2019"
159,KOKHONO NA KOKHONO,A short story of heartbreak and distress. The end of Afran Nisho and Tanzin Tisha's relationship leaves Afran traumatized in loss of his love. He only wishes to be remembered by his past lover.,yz3zEvWNOVY,Kuuk TV,Drama,"Tahsin Rahman, Mizanur Rahman Aryan, Pothik Shadhon","Afran Nisho, Tanjin Tisha, A.K. Azad","10 February, 2019",18 minutes,6.7,27,11922,170,2,"1 August, 2019"
160,ALPHA,"A 40 year old painter, who lives in a wooden and bamboo house on stilts in the middle of a polluted lake on the outskirts of Dhaka City. Alpha's house serves as his painting. Dogs, roosters and birds also share the space with him. There are many moments when he feels a oneness with nature and with the birds and animals that surround him. He also feels deeply drawn to 'an androgynous' male-female identity. Alpha has neighbors in the nearby slum with whom he has close interaction.",sFYPk4iQBLw,Channel i Tv,Crime Drama Fantasy,Nasiruddin Yousuff,"Alamgir Kabir, Dilruba Hossain Doyel, Heera Chowdhury","26 April, 2019",90 minutes,5.8,68,40205,539,32,"20 April, 2019"
161,PREM AMAR 2,"The love story of two young souls Apurba and Joy who meet each other in college and fall in love. Incidentally, they turn out to be neighbours as well. Thus, begins an innocent love story that grows inside the college and blooms in the terrace.",4PiBDAveMFU,SVF,Romance,Bidula Bhattacharjee,"Eyasin Arafat, Rakibul Hasan Mahmud, Faysal Mia","25 January, 2019",129 minutes,3.8,101,3919104,51325,1702,"4 January, 2019"
162,SWAPNAJAAL,"Set in the riverside Chandpur suburbs of the '90s, ""Swapnajaal"" at its core is the story of Opu and Shuvra, two teenagers in 'young love'. Their blooming romance take a dramatic turn south when conniving influential businessman Aynal Gazi, with the help of his trusted aide Thandu tactfully oust Shuvra and her family from their home. Opu fights back to bring justice to Shuvra's family and to get back his love, but even after justice is served, there are bigger obstacles on the way to their reunion.",Pup6pxmNfC4,Bengal Creations,Romantic Drama,Giasuddin Selim,"Pori Moni, Yash Rohan, Fazlur Rahman Babu","6 April, 2018",141 minutes,7.8,1359,1062388,12315,615,"30 December, 2017"
163,JODI AKDIN,"Faisal lives happily with his daughter and his mother as a single father. He is very serious about work when it is time, and his whole life is based on his daughter. However, when a new employee named Ayitr joins the company, she not only gets close to his daughter but also towards Faisal's heart.",zwuQh8qrEFU,Rtv Drama,Romance,Muhammad Mostafa Kamal Raz,"Afrin Shikha Raisa, Tahsan, Srabanti Chatterjee","8 March, 2019",135 minutes,6,456,2496309,29303,787,"14 February, 2019"
164,SHAPLUDU,"Shapludu' is a tale of those who turn the tables; a suspense thriller based on those who give those swindlers a taste of their own medicine in order to save themselves, their loved ones, and their nation.",k_IzczvvF8Y,Rtv Movies,Crime Thriller,Golam Sohrab Dodul,"Arifin Shuvoo, Bidta Sinha Saha, Zahid Hasan","27 September, 2019",139 minutes,7.4,361,646535,15169,1066,"19 September, 2019"
165,FAGUN HAWAY,The film is about the language movement during 1952 in East Pakistan.,PtF6gvcF1Hs,Tiger Media,History Drama,Tauquir Ahmed,"Nusrat Imrose Tisha, Siam Ahmed, Yashpal Sharma","15 February, 2019",136 minutes,7.5,476,478955,16100,802,"20 January, 2019"
166,DAHAN,"The story is about the negetive side of 'Hortal', 'Political Movement' etc which affects common people badly.",TmtoE-yZigs,Jaaz Multimedia,Drama,Raihan Rafi,"Siam Ahmed, Puja Cherry Roy, Zakia Bari Momo","5 October, 2018",128 minutes,7.4,890,2536885,57401,5152,"22 November, 2018"
167,CHANDRABATI KOTHA,"In the mid 16th century, classical East Bengal context - after being betrayed by her fiancé - the young female writer Chandrabati exiles herself inside a Shiva Temple and resorts to re-write the great Indian epic `Ramayana', rebelliously establishing ignored point of view of Sita- diminishing the iconic hero of the epic Rama.",E5Fvlo8M280,Chandrabati Kotha,Biography History Drama ,N. Rashed Chowdhury,"Dilruba Hossain Doyel, Quazi Nawshaba Ahmed, Shajid Ahmed","15 October, 2021",105 minutes,6.3,16,21098,409,33,"20 September, 2021"
168,GOHINER GAAN,"The story of conflict between stardom and personal life of a star singer. The singer is always busy with his music and has very little time to spend with his family. This creates turbulence in the relationship between him and his wife, Tanzika. She starts to believe that Asif loves his career more than he loves her. As a result, distance in their relationship enlarges. Due to Asif's indifference, this distance drives Tanzika intolerant. At this point, Asif starts telling the story of a painter's life to his wife. The story of a lonely-old-widower painter, who also fought similar battle between stardom and personal life. All of a sudden, at his later age, this painter comes across a young girl. From that moment, the film portrays the complex stories of love, affection, passion, joy, conflicts and hatred of both of the singer and painter's life in a parallel way. ",WUIy560pHuM,Bangladhol,Musical,Sadat Hossain,"Asif Akbar, Tanjika Amin, Syed Hasan Imam","20 December, 2019",104 minutes,8.4,20,328834,7603,395,"27 November, 2019"
169,GAME OVER,A father of a middle class family gets in the addiction of gambling through a contact from an underworld goon Azgor. Abid's family crumbles apart in every way as problems start to arise.,U0G5d6YAPIo,Live Tech,Crime Thriller Drama,Sanjay Somadder,"Ziaul Faruq Apurba, Shilpi Sharkar Apu, Mehazabien Chowdhury","5 December, 2019",74 minutes,8.2,16,94727,3731,130,"28 November, 2019"
170,MONER MOTO MANUSH PAILAM NA,"The unfair power of the wealthy members of the society have made the law corrupted. With Shadin's help, will Arpita win the battle against corruption?",4rMHoIZOY3Q,SK Films,Crime Action Drama,Zakir Hossain,"Shakib Khan, Shabnam Bubly, Saberi Alam","12 August, 2019",146 minutes,7.7,32,1481393,27476,2282,"7 August, 2019"
171,KALER PUTUL,A story full of suspense about ten people who are accused of several killings.,lAfMWZeqAmw,Channel i Tv,Mystery,Reza Ghalib,"Ferdous Ahmed, Shahed Ali, Raisul Islam Asad","30 March, 2018",124 minutes,6.1,35,19351,153,11,"22 March, 2018"
172,BHALO THEKO,An architect falls in love with his client's daughter.,3p3yOP7kuCs,Bangladhol,Romantic Drama,Jakir Hossain Raju,"Arifin Shuvoo, Tanha Tasnia, Jacky Alamgir","2 February, 2018",142 minutes,7.3,49,32754,290,14,"30 January, 2018"
173,TRITIYO PURUSH,"When Abak was just four years old, his parents divorced. His father, Pratik remarried, his mother got into a relationship with another man and started living with him. Amidst all this, Abak was left with his grandfather, who, later, developed dementia and went missing. Thereafter, Abak was sent to a boarding school in Shillong. Will Abak finally make peace with his life? Will he ever be able to find his grandfather?",h3lPgyBdZzw,UD Entertainment,Mystery,Murad Parvez,"Tashdik Nomira Ahmmed, Sajal Noor","10 June, 2022",56 minutes,6.8,5,3778,75,6,"6 June, 2022"
174,SHOPNER GHOR,"The film revolves around a couple, Maria and Shimanto and their desire of having their dream house. But things soon start to get strange for them since the house is said to be cursed. The owners of the house, Mr. and Mrs. D'Souza adds more to the horror by being worshipers of black magic.",yFQsnsQuYfU,CD Choice Movie Dhamaka,Horror Drama,Taneem Rahman Angshu,"Quazi Nawshaba Ahmed, Anisur Rahman Milon, Zakia Bari Momo","4 May, 2018",158 minutes,6.2,29,369298,6590,519,"17 October, 2018"
175,MISSION BARISHAL,A group of friends goes on a mission to get their friend's girlfriend who is about to get married. What follows are hilarious incidents.,xu8TaBqDEes,DRAMA Tv Bangladesh,Drama,Kajal Arefin Ome,"Safa Kabir, Tawsif Mahbub, ZIaul Hoque Polash","24 October, 2019",50 minutes,6.8,22,396,11,0,"9 November, 2019"
176,GHURE DARANOR GOLPO,"In a tale of unrequited love, the protagonist wrestles with long-held feelings for someone seemingly unattainable. As the story progresses, unexpected twists of fate unfold.",08IkbqNYlB8,Rin Bangladesh,Drama,Mizanur Rahman Aryan,"Afran Nisho, Mehazabien Chowdhury, Somapti Masuk","17 March, 2018",44 minutes,8.7,10,91337,197,13,"13 March, 2018"
177,MOBILE CHOR,Mobile Chor’ or ’মোবাইল চোর’ is a social romantic drama on mobile thief guys in Bangladesh.,3MjgBjr9bgU,Deepto TV,Drama,Mohidul Mohim,"Afran Nisho, Ziaul Hoque Polash, Tanvir Nahid","19 August, 2019",39 minutes,8,27,6602,79,6,"17 August, 2019"
178,MR. BANGLADESH,When the rise of Terrorism is imminent one man rises against it as it cost him everything he once loved. He is Mr. Bangladesh. He takes revenge not for his loss but also stand tall to make sure he ignites a revolution for his country men.,f2IJ3-sopv8,Jaaz Multimedia,Thriller,Abu Akhtarul Iman,"Khijir Hayat Khan, Shanarei Devi Shanu, Shahriar Ferdous Sazeeb","20 July, 2018",150 minutes,5.7,110,208092,4814,689,"5 November, 2018"
179,LIFE IN RAINBOW,"Life in Rainbow' is a story of Four aspiring youth (3 boys & 1 girl). They are friends. They have everything in their life ... EVERYTHING...except the LIFE within the LIFE! One day their life turns into mystery. They got a call from a mysterious character as HE (the mysterious character) knew everything about them (Mina, Shams, Shojon & Khing); their desire, expectations, inner calls etc. HE offered them a trip, ""If you are dare enough to take any challenges you can join a trip, a trip to unknown destination!!!"" They never thought this journey would make them a new person with enlightens of inner knowledge, skills and personality.",rjXLb3qidjo,Live Tech,Adventure Mystery Drama,Razibul Hossain,"Mina Petkovic, Shams Hassan Kadir, Muhtasim Shojon","22 February, 2019",127 minutes,5.9,16,15219,340,18,"25 February, 2020"
180,O JENO AMAR HOY,A sudden friendship turns into love between a girl who is engaged and a man who is older than her.,7B7viT-gmrU,Bongo Trailers,Romantic Drama,Mabrur Rashid Bannah,"Afran Nisho, Sabila Nur, Mushfiq R. Farhan","20 December, 2018",61 minutes,9.2,5,37684,0,79,"18 December, 2018"
181,EKTI CINEMAR GOLPO,"The story revolves around a film director, his actress wife, and an aspiring actor.",2877wSsIWlo,Bangladhol,Drama,Alamgir,"Rituparna Sengupta, Arifin Shuvoo, Champa","13 April, 2018",153 minutes,5.2,22,340655,2216,275,"10 April, 2018"
182,PASHER BASHAR CHHELETA,"A girl falls in love with la guy who just moved in next door. The girl's parents decide to marry her off to that guy's elder brother who is a doctor. The girl tells that guy that she loves him, but it all causes a big trouble.",Qnm58llRlSw,Bombay Sweets Official,Romantic Comedy,Shihab Shaheen,"Jehen Abedin, Saberi Alam, Ziaul Faruq Apurba","15 May, 2021",42 minutes,8.3,18,51441,1264,58,"6 May, 2021"
183,POLICE (THE REAL HERO),A daily life story of a police and the false idea of the image about them in the society and how he deals with them.,yMxs8M_4VNQ,Cinemawala Entertainment,Drama,Kajal Arefin Ome,"Afran Nisho,Tanjin Tisha, Tanzim Hasan Anik","13 April, 2019",38 minutes,5.6,11,6317,288,29,"10 April, 2019"
184,A JOURNEY BY RELATION 2,This film follows the adventures of a group of friends where they run into comical situations.,w6F3ffTvTvU,Dhruba TV,Drama,Mehidi Hasan Khan Hridoy,"Tawsif Mahbub, Sabila Nur, Shamim Hasan Sarkar","19 August, 2019",41 minutes,7.7,11,64620,2947,72,"8 August, 2019"
185,ALTA BANU,An elder sister's quest to find her younger sister.,pej_AzLtFu0,Channel i Tv,Drama,Arun Chowdhury,"Zakia Bari Momo, Farzana Rikta, Anisur Rahman Milon","20 April, 2018",130 minutes,6.8,17,58181,455,36,"3 April, 2018"
186,KOTHA DILAM,A love story set in a rural backdrop.,couOLRoz5oU,BD29 Multimedia,Family ,Rakibul Alam Rakib,"Parag Biswas, Sumo Chowdhury, Jahid Islam","10 February, 2023",137 minutes,3.4,6,21831,480,63,"30 January, 2023"
187,EKTUKHANI,"Two adults discuss about their teenage love after a long time. They got their phones and purse stolen but they still continued to talk. Later on, we get to know that they are divorcees.",LGCKxx_jnjo,Club 11 Entertainment,Romance,Ziaul Hoque Polash,"Tahsan Khan, Tanjin Tisha, Sharaf Ahmed Jibon","19 May, 2021",37 minutes,8.8,10,195488,8175,271,"15 May, 2021"
188,MAAYER DAAK,"Three brothers, separated by hatred and ego, come back to Bangladesh after hearing their mother's untimely death. The story revolves around the flashbacks of their behavior with their mother and her trauma.",0hIfo566D_0,Club 11 Entertainment,Family Drama,Mabrur Rashid Bannah,"Dilara Zaman, Zakia Bari Momo, Tasnia Farin","25 July, 2021",54 minutes,8,15,433245,20351,811,"15 July, 2021"
189,TUMI AREKTI DIN THAKO,"In this emotionally charged film, a couple experiences a heart-wrenching breakup. The girl, desperate for closure, requests a final meeting with her ex. However, an unexpected twist occurs.",AVEAemzvot8,Channel i Tv,Romantic Thriller,Vicky Zahed,"Khairul Basar, Safa Kabir","28 August, 2021",50 minutes,8,21,27755,481,19,"25 August, 2021"
190,HOLUD BANI,"The story of the film focuses on a love triangle, revolves around a middle-class man who travels to a place called holud bani along with a single woman in search of a job. There, his meeting with a girl would change his life completely.",AsDrY9MUDuA,Channel i Tv,Drama,"Mukul Roy Chowdhury, Taher Shipon","Parambhrata Chattopadhyay, Nusrat Imrose Tisha, Paoli Dam","3 August, 2020",120 minutes,4.4,29,18791,233,8,"27 February, 2020"
191,JAO PAKHI BOLO TARE,"It is a narrative about a love triangle between Majnu, the local tailor, Lovely, the chairman's daughter and Romel, the son of Lovely's father's friend who has returned from abroad.",HU-vlC0xy6c,Tiger Media,Romance,Mustafizur Rahman Manik,"Rashed Mamun Apu, Ador Azad, Masum Basher","7 October, 2022",134 minutes,5.8,5,161670,4403,338,"17 September, 2022"
192,COLOR OF CHILDHOOD,"The story of the short film 'Color of Childhood' is based on the Islamic Education System. According to Islamic teachings and Islamic rules, it is forbidden to draw pictures. Here, 11-year-old Salam likes to paint pictures, but his religious family and his Islamic education are tied up with his drawing. He gets mentally broken. Eventually, he met a painter. The painter changed the philosophy of Salams' life while people are being attacked by extremist religious attacks all over the world. Then the artist speaks about an incomparable, beautiful, and happy world and saves Salam.",s1vVRm8sj9Q,Bohemian Brother's Studio,Drama,Sahadat Russel,"Nafis Ahmed, Alif, Jayita Mohlanabish","14 February, 2018",30 minutes,7.7,7,246,4,0,"26 March, 2021"
193,BIZLI: ORIGIN,"Bizli has possessed supernatural power by birth. Her father Dr. Alam wants to hide it, but evil scientist Dr. Jerina wants to use Bizli to implement her cold fusion electricity generation project.
",S2Z1ZkEmZK0,Jaaz Multimedia,Sci-Fi Action Fantasy,Iftakar Chowdhury,"Ranojoy Bishnu, Eamin Haque Bobby, Zahid Hasan","13 April, 2018",124 minutes,5.3,179,3196415,22301,2210,"8 April, 2018"
194,LUCKY BHAI,"In the heart of this narrative lies a profound message: education does not define one's worth. The protagonist, an uneducated local social activist falls in love with his interviewer, who comes from a more educated background.",z6REz1ILSj8,Dhruba TV,Drama,Imraul Rafat,"Ziaul Faruq Apurba, Tanjin Tisha","14 August, 2019",49 minutes,8.8,5,91978,3124,70,"10 August, 2019"
195,"ITI, TOMARI DHAKA","In this omnibus, 11 Bangladeshi filmmakers create a love letter to the city of Dhaka. From young girls looking for a drink in a dry town to a bank scammer's attempted murder to a plumber creating a refugee crisis, the city co-stars every time.",BZWd8C-Fxic,IFFSA TV,Drama,"Abdul Qaiyum Leon, Tanvir Ahsan, Saleh Sobhan, Auneem","Mostafizur Noor Imran, Shah Yeanur, Fazlur Rahman Babu","15 November, 2019",134 minutes,6.9,740,19863,127,4,"7 April, 2019"
196,PIZZA BHAI,"A young man who works as a pizza delivery boy, realizes how his life leads to darkness from a path of light.",YiWwYWFP5Uo,Bioscope,Adventure,Nuhash Humayun,Rahat Rahman,"24 November, 2018",36 minutes,7.1,66,196894,116,5,"28 November, 2018"
197,DITIYO KOISHOR,Different dilemmas faced by the three young men in their thirties. It's a story of how they perceive the world and how they have gone through various incidents in their lives.,8NWzM1_tOCw,Bioscope,Comedy Drama,Shihab Shaheen,"Ziaul Faruq Apurba, Shilpi Sharkar Apu, Tanzim Hasan Anik","27 January, 2019",85 minutes,7.4,232,326456,4722,311,"24 January, 2019"
198,APPOINTMENT LETTER,An unemployed graduate is desperately looking for a job because without a job he cannot send a marriage proposal to his girlfriend's house.,EeQwtA68HYQ,CINEMAWALA ,Drama ,Md Abubakar Rokon,"Mili Bashar, Masum Basher, Mehazabien Chowdhury","10 January, 2019",44 minutes,9.2,5,241113,0,448,"8 January, 2019"
199,ABAR BOSHONTO,"This film unfolds the unique narrative of life, humanity, family, and unveils the presence of mature characters dealing with loneliness and vulnerability.",PHjVam0HMWE,Live Tech,Family,Ananyo Mamun,"Shajid Ahmed, Tariq Anam Khan","5 June, 2019",165 minutes,7.6,16,77963,1073,81,"3 June, 2019"
200,MAYABOTI,"Maya is a singer in the biggest brothel of South Asian was sold here by her neighbour betraying her mother when she was 8. She was trained and brought up by her ostaad Karim Box. At age 20, she gets in a romantic relationship with a guy from decent family named Iqbaal who fell in love with her after listening to her singing. At the same age, a business man named Badshah Alam approaches Karim Box to let Maya sing in a show in the town and afterwards she experiences something in her life she never imagined. This movie focuses on the concept of taking consent and social struggles of a prostitute.",VoXwTcxCmio,Live Tech,Family,Arun Chowdhury,"Yash Rohan, Nusrat Imrose Tisha, Fazlur Rahman Babu","13 September, 2019",140 minutes,6.8,35,91476,1407,51,"11 March, 2020"
201,NO DORAI,"In a small beach town in Bangladesh, fearless Ayesha confronts social prohibition and violent opposition from her poverty-ridden family to surf. Like few other youngsters, she and her best friend Sohel are trained by self-made Bangladeshi surfer, Amir. As this unusual surfing enthusiasm gets international attention from surfing community and documentary film makers, fund money generates jealousy, squabbles, and power tussles. While surfing brings newfound fame and glory to Sohel, it is the 'prohibited' love for surfing that brings forced marriage and a life of misery for Ayesha. After seeking an extravagant, reckless lifestyle in the capital city, derailed Sohel returns back to Cox's Bazar, where their passion for surfing reunites them and unleashes a new hope for surfing in the small beach town.",EUnQZTofMo0,STAR Cineplex,Drama,Taneem Rahman Angshu,"Sunerah Binte Kamal, Sayed Babu, Ahamed Danial Al Fayed, Rakib Hasan","29 November, 2019",150 minutes,7.2,701,235700,4291,219,"12 July, 2019"
202,MUKH O MUKHOSHER GOLPO,A couple's harmonious married life comes to a halt when Nitu finds a disturbing truth about her husband. The reality is very bitter and unpredictable.,mpMIvIC37Bc,Bongo,Drama,Ashfaque Nipun,"Tahsan Khan, Nusrat Imrose Tisha","16 February, 2020",47 minutes,8.5,8,268550,4271,145,"13 February, 2020"
203,TROLL,The narrative unfolds with a series of heinous murders that the police are trying to prevent. It also explores the sinister impact of online actions on individuals' lives.,RG3Q_G0u-Fs,Live Tech,Crime Thriller Drama,Sanjay Somadder,"Rashed Mamun Apu, Ziaul Faruq Apurba, Tasnia Farin","21 January, 2021",109 minutes,7.2,415,631640,18884,906,"15 October, 2020"
204,THE BEGGAR ,"Two beggars pretend to be handicapped and crippled so that they can make a fool out of people and take their money by sympathy. One beggar's lover doesn't like what he does, so she stops her from begging anymore.",sRdJnSvmFxs,DeadLine Entertainment,Comedy Drama,Mabrur Rashid Bannah,"Rashed Amran, Parsa Evana, Sagor Huda","15 May, 2021",43 minutes,7.3,6,50034,1974,46,"9 May, 2021"
205,DIDHADONDO,"An Uber driver picks up a man who fakes his death to hold captive of the driver and his wife. Having a high sum of stolen cash with him, he hides in the driver's house until his whole story is revealed.",R8iIGePAcoQ,Dhruba TV,Thriller Drama,Noyeem Imtiaz Neamul,"Mamunur Rashid, Afran Nisho, Mehazabien Chowdhury","9 Decmber, 2021",42 minutes,8.1,13,95413,4713,146,"7 December, 2021"
206,CHAKRI NOY CHAKOR,"An engineer gets a job in a very high-profile civil engineering. The family expenses, his lover getting married off and a boss unwilling to keep him happy, makes him depressed and angry as a human being.",vTxQ4AEeEOg,NTV Natok,Drama,Shihab Shaheen,"Afran Nisho, Naziba Basher, Bashar Bappy","19 July, 2022",51 minutes,8,14,10360,203,13,"6 July, 2022"
207,BANDI SHATABDI,"Shatabdi was raped for one night, then her family along with the girl became a victim of social and political victimization - We are the ones who start the struggle against rape. We forget after a few days.",KuWigjKdGM8,Lamp Entertainment BD,Crime,Habibur Rahman,Nusrat Sharna,"30 August, 2020",16 minutes,8.8,11,2833,68,24,"5 August, 2022"
